ObjNum	OriginX	OriginY	OriginZ	Pitch	Roll	Yaw	Solid	Flags	FadeMinDist	FadeMaxDist	PropTypeEntry
77	-2512	-3440	-206	0	0	0	6	0	0	0	models/scenery/street/fencepost/fencepost.mdl
78	-2514	-3442	-176	0	240	0	6	16	0	0	models/scenery/signs/speed.mdl
79	-2487	-616	-3	0	270	0	6	0	0	0	models/scenery/signs/cliff-danger.mdl
80	-1840,29	-1195,71	-31,5988	0	0	0	6	0	0	0	models/scenery/structural/chateau/column.mdl
81	-1632,85	-2724,05	-214,702	0	90	0	6	1	1024	1536	models/scenery/street/newspaper/newspaperall.mdl
82	-1790,87	-1398,87	-122	0	315	0	6	1	2000	2500	models/scenery/furniture/bench/concretebench.mdl
83	-1526,9	-1384,95	-132	0	211,5	0	6	1	2000	2500	models/scenery/furniture/bench/concretebench.mdl
84	-1772,49	-1652,41	-140	0	55	0	6	1	2000	2500	models/scenery/furniture/bench/concretebench.mdl
85	-1561,23	-1656,08	-142	0	142	0	6	1	2000	2500	models/scenery/furniture/bench/concretebench.mdl
86	-2001	-2728	-211,822	0	90	0	6	1	2048	2560	models/scenery/structural/santamonica/sanbusbench.mdl
87	-912,476	-2301,94	-220,51	0	269,5	0	6	0	0	0	models/scenery/vehicles/1970ChevyMalibu/1970ChevyMalibu.mdl
88	-1662,65	-1518,64	-140	0	0	0	6	0	0	0	models/scenery/structural/GIO_FOUNTAIN/gio_fountain.mdl
89	-1767,31	-1008,97	387,749	0	180	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
90	-1639,31	-1008,97	387,749	0	180	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
91	-1895,31	-1008,97	387,749	0	180	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
92	-1334,89	-1130,41	31,3354	0	270	0	6	16	0	0	models/scenery/street/light_fixtures/square_hanging_lantern.mdl
93	-1146,03	-3316,03	-243,566	0	180	0	6	17	1024	1536	models/scenery/street/payphone/payphone_pair.mdl
94	-2072,7	-2713,29	-225,304	0	0	0	6	1	2250	2500	models/scenery/street/piertrash/piertrash.mdl
95	-513,44	-2840,59	-243,888	0	91,5	0	6	1	2250	2500	models/scenery/street/TrashBags/TrashBag_3.mdl
96	-543,927	-2827,74	-244	0	91,5	0	6	1	2250	2500	models/scenery/street/TrashBags/TrashBag_4.mdl
97	-686,198	-2098,12	-242,456	0	93,5	0	6	1	2250	2500	models/scenery/trash/greendumpster/greendumpster.mdl
98	-2330,1	-2397,46	-251,364	0	349,5	0	6	0	0	0	models/scenery/vehicles/VW_bus/Vw_bus.mdl
99	-1370,07	-370,56	-76,7607	0	270	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
100	-1347,07	-370,56	-76,7607	0	270	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
101	-1188,01	-575,812	-138	0	180,5	0	6	0	0	0	models/scenery/misc/Flyerrack/Flyerrack.mdl
102	-1299	-608	-138	0	0	0	6	0	0	0	models/scenery/plants/planthotel/planthotel.mdl
103	-1293,06	-452,595	214,259	0	0	0	6	16	0	0	models/scenery/structural/conflight/conflight.mdl
104	-1462,46	-743,965	-115,91	0	90	0	6	1	6000	7000	models/scenery/structural/chateau/cm_rail2.mdl
105	-1462,46	-994,965	-115,91	0	90	0	6	1	6000	7000	models/scenery/structural/chateau/cm_rail2.mdl
106	-1853	-778	-138	0	0	0	6	2	0	0	models/scenery/furniture/Tablefancyhotel/Tablefancyhotel.mdl
107	-1714,88	-989,935	-138	0	270,5	0	6	0	0	0	models/scenery/furniture/Couchfancyhotel/Couchfancyhotel.mdl
108	-1582,9	-778,566	-152	0	270	0	6	0	0	0	models/scenery/furniture/nightstandhotel/nightstandhotel.mdl
109	-1313	-685	-137,593	-1,49948	181,501	-0,039535	6	0	0	0	models/scenery/plants/pottedplanthotel/pottedplanthotel.mdl
110	-1957	-867	-98	0	90	0	6	0	0	0	models/scenery/plants/Plantmotel/Plantmotel.mdl
111	-1810	-746	-126	0	191	0	6	0	0	0	models/scenery/structural/malkavian/loungechair.mdl
112	-1918	-763	-108	0	352	0	6	0	0	0	models/scenery/structural/malkavian/sofa.mdl
113	-1673,88	-937,935	-138	0	16,5	0	6	0	0	0	models/scenery/furniture/loveseatfancyhotel/loveseatfancyhotel.mdl
114	-1666,28	-730,918	-120,089	0	272,5	0	6	0	0	0	models/scenery/furniture/CoffeeTable1/chanttbl.mdl
115	-1589,96	-741,566	-138	0	88	0	6	0	0	0	models/scenery/furniture/couch_vic/Couch_Vic.mdl
116	-1531	-927	-138	0	203	0	6	0	0	0	models/scenery/furniture/Diningroom_Chairs/Diningroom_Chairs.mdl
117	-1570	-949	-118	0	0	0	6	0	0	0	models/scenery/furniture/table/table.mdl
118	-1591,25	-913	-138	0	308	0	6	0	0	0	models/scenery/furniture/Diningroom_Chairs/Diningroom_Chairs.mdl
119	-1539	-980	-138	0	128	0	6	0	0	0	models/scenery/furniture/Diningroom_Chairs/Diningroom_Chairs.mdl
120	-1085	-606	-74	0	90	0	6	16	0	0	models/scenery/structural/chateau/cmarch.mdl
121	-1093,5	-669,503	-17,1838	0	90	0	6	0	0	0	models/scenery/misc/curcuitbreaker/guidehorizontal.mdl
122	-1085	-605	182	0	90	0	6	16	0	0	models/scenery/structural/chateau/cmarch.mdl
123	-1087,5	-669,503	238,816	0	90	0	0	0	0	0	models/scenery/misc/curcuitbreaker/guidehorizontal.mdl
124	-1622,96	-808	-138	0	151	0	6	0	0	0	models/scenery/furniture/ChairWingBack/ChairWingBack.mdl
125	-1586,62	-1017,64	-120	0	2,49999	0	6	0	0	0	models/scenery/furniture/CoffeeTable1/chanttbl.mdl
126	-1821	-815	-126	0	127	0	6	0	0	0	models/scenery/structural/malkavian/loungechair.mdl
127	-1620	-973	-138	0	16	0	6	0	0	0	models/scenery/furniture/Diningroom_Chairs/Diningroom_Chairs.mdl
128	-1757,88	-924,935	-138	0	150	0	6	0	0	0	models/scenery/furniture/loveseatfancyhotel/loveseatfancyhotel.mdl
129	-1716,88	-948,935	-152	0	270	0	6	0	0	0	models/scenery/furniture/nightstandhotel/nightstandhotel.mdl
130	-1543,96	-806,566	-138	0	223,5	0	6	0	0	0	models/scenery/furniture/ChairWingBack/ChairWingBack.mdl
131	-1278,62	-881,095	-7,14	0	179,5	0	6	1	2250	2500	models/scenery/furniture/Paintings/JeanetteThereseRoom/Painting03.mdl
132	-1021,86	-875,344	-10,1882	0	180	0	6	1	2250	2500	models/scenery/furniture/Paintings/JeanetteThereseRoom/Painting01.mdl
133	-1260,8	-859,68	-25,5312	0	0	0	6	1	2250	2500	models/scenery/furniture/Paintings/JeanetteThereseRoom/Painting02.mdl
134	-1330,66	-992,029	-2,95678	-9	0	0	6	2	0	0	models/scenery/furniture/Oldphotos/Oldphoto06.mdl
135	-1330,66	-1024,03	12,0432	-9	0	0	6	2	0	0	models/scenery/furniture/Oldphotos/Oldphoto07.mdl
136	-1956,59	-868,589	-118,327	0	171,5	0	6	0	0	0	models/scenery/furniture/3Leg_Table/3Leg_Table.mdl
137	-1304	-967	16,4365	-9,99988	271,003	-0,0177176	6	2	0	0	models/scenery/furniture/Oldphotos/Oldphoto03.mdl
138	-1586,37	-1018,41	-102,089	0	182,5	0	6	16	0	0	models/scenery/furniture/TiffanyLamp/TiffanyLamp.mdl
139	-1307,41	-876,995	-118,327	0	351,5	0	6	0	0	0	models/scenery/furniture/3Leg_Table/3Leg_Table.mdl
140	-1812,69	-896,821	16	0	10	0	6	18	0	0	models/character/monster/werewolf/werewolf_head.mdl
141	-1086,68	-640,554	243,993	0	0	0	6	1	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
142	-1088,68	-640,554	-11,0067	0	0	0	6	1	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
143	-1112,03	-929,595	223,496	0	269,5	0	0	16	0	0	models/scenery/misc/halolights/halolight.mdl
144	-1257,85	-930,595	223,496	0	269,5	0	0	16	0	0	models/scenery/misc/halolights/halolight.mdl
145	-1188,87	-930,595	223,496	0	269,5	0	0	16	0	0	models/scenery/misc/halolights/halolight.mdl
146	-1379	-744	130,121	0	20,5	0	6	0	0	0	models/scenery/structural/malkavian/loungechair.mdl
147	-1807,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
148	-1856,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
149	-1896,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
150	-1766,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
151	-1486,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
152	-1528,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
153	-1579,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
154	-1622,97	-706,969	210,948	0	89,5	0	6	16	0	0	models/scenery/structural/skyline/light.mdl
155	-1418	-940,048	195,781	0	0	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
156	-1940	-700	146,441	0	0	0	6	1	512	768	models/scenery/structural/vesuvius/boothcorner.mdl
157	-1786	-700	146,441	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/booth.mdl
158	-1600	-700	146,559	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/booth.mdl
159	-1723	-700	146,441	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/boothcorner.mdl
160	-1877	-700	146,441	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/booth.mdl
161	-1509	-700	146,559	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/booth.mdl
162	-1663	-700	146,441	0	0	0	6	1	512	768	models/scenery/structural/vesuvius/boothcorner.mdl
163	-1446	-700	146,441	0	270	0	6	1	512	768	models/scenery/structural/vesuvius/boothcorner.mdl
164	-1671,43	-945,266	138	0	0	0	6	0	0	0	models/scenery/furniture/table/table.mdl
165	-1418	-784,048	195,781	0	0	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
166	-1059	-1061	192	0	90	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
167	-1023	-1025	228	0	90	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
168	-1022	-956	192	0	180	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
169	-1023	-979	228	0	90	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
170	-1022	-910	192	0	180	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
171	-1023	-887	228	0	90	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
172	-1022	-1002	192	0	180	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
173	-1049,64	-811,94	118,68	-1,49948	181,501	-0,039535	6	0	0	0	models/scenery/plants/planthotel/planthotel.mdl
174	-1086	-1060	228	0	0	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
175	-1379	-698	118,015	0	92,5	0	6	0	0	0	models/scenery/furniture/nightstandhotel/nightstandhotel.mdl
176	-1473,56	-1058,56	178,195	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
177	-1497	-1058,56	178,239	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
178	-1596,56	-1058,56	178,195	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
179	-1620	-1058,56	178,239	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
180	-1719,56	-1058,56	178,195	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
181	-1743	-1058,56	178,239	0	90	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
182	-1512	-1058	392	0	90	0	6	16	0	0	models/scenery/structural/chateau/cmcarch.mdl
183	-1511,31	-1009,97	387,749	0	180	0	6	16	0	0	models/scenery/structural/chateau/cm_winframe.mdl
184	-1299	-1060	228	0	0	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
185	-1324,05	-1062	191,781	0	90	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
186	-1374,05	-1062	191,781	0	90	0	6	16	0	0	models/scenery/structural/bradbury/sconce1.mdl
187	-1399	-1060	228	0	0	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
188	-1956,44	-981,001	177,962	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
189	-1956,44	-1004,44	177,918	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
190	-1956,44	-882,441	177,918	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
191	-1956,44	-758,441	177,918	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
192	-1956,44	-735,001	177,962	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
193	-1512,18	-953,663	138,115	0	0	0	6	0	0	0	models/scenery/furniture/table/table.mdl
194	-1858	-2034	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
195	-1403	-2034	40	0	0	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
196	-1972	-1463,55	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
197	-1972	-1407	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
198	-1971	-1293	-89	0	0	0	6	0	0	0	models/scenery/structural/chateau/cm_deco1.mdl
199	-1972	-1350	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
200	-1650,19	-1194,11	-110	0	240	0	6	0	0	0	models/scenery/plants/planthotel/planthotel.mdl
201	-1036	-1060	228	0	0	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
202	-1349	-1060	228	0	0	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
203	-1023	-933	228	0	90	90	6	17	1500	2000	models/scenery/structural/ceilinglightb/ceilinglightb.mdl
204	-1956,44	-859,001	177,962	0	0	0	6	16	0	0	models/scenery/structural/skyline/curtain.mdl
205	-1264,47	-658,02	109	0	270	0	6	0	0	0	models/scenery/furniture/endtable/endtable.mdl
206	-1297	-664,93	182,041	0	0	0	0	17	6000	7000	models/scenery/structural/chateau/cm_bani_link.mdl
207	-1384,97	-664,54	140,09	0	180	0	6	17	6000	7000	models/scenery/structural/chateau/cm_rail2.mdl
208	-1431,51	-374,42	190,5	0	315	0	6	16	0	0	models/scenery/structural/diner/pillars.mdl
209	-1161,44	-374,57	190,5	0	315	0	6	16	0	0	models/scenery/structural/diner/pillars2.mdl
210	-1270	-1008,87	1214	0	270	0	6	16	0	0	models/scenery/structural/chateauroof/chateauroof.mdl
211	-1972	-1236	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
212	-1972	-1578	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
213	-1972	-1692	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
214	-1972	-1806	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
215	-1972	-1920	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
216	-1972	-2034	40	0	270	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
217	-1744	-2034	40	0	0	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
218	-1630	-2034	40	0	0	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
219	-1517	-2034	40	0	0	0	6	16	0	0	models/scenery/structural/chateau/cm_balltop.mdl
220	-1414	-1791,99	-75,7113	0	0	0	6	16	0	0	models/scenery/street/lamppost/lamppost.mdl
221	-1862	-1793,99	-81,7113	0	0	0	6	16	0	0	models/scenery/street/lamppost/lamppost.mdl
222	-1912	-1333,99	-65,7113	0	0	0	6	16	0	0	models/scenery/street/lamppost/lamppost.mdl
223	-1371,56	-1337,11	-68,7113	0	0	0	6	16	0	0	models/scenery/street/lamppost/lamppost.mdl
224	-1900	-1149	80	0	0	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarch.mdl
225	-1772	-1149	80	0	0	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarch.mdl
226	-1970	-1073	1	0	270	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
227	-1840	-1073	1	0	270	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
228	-1712	-1073	1	0	270	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
229	-1644	-1149	80	0	0	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarch.mdl
230	-1516	-1149	80	0	0	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarch.mdl
231	-1584	-1073	1	0	270	0	6	1	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
232	-1456	-1073	1	0	270	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
233	-1328	-1073	2	0	270	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarchdetail.mdl
234	-1388	-1149	80	0	0	0	6	17	1000	1500	models/scenery/structural/chateau/ceilingarch.mdl
235	-2091,64	-499,248	189	0	0	0	0	0	0	0	models/scenery/plants/populus/populus.mdl
236	-1048	-2196	43	-90	240	0	6	16	0	0	models/scenery/structural/conflightb/conflightb.mdl
237	-840	-2196	43	-90	300	0	6	16	0	0	models/scenery/structural/conflightb/conflightb.mdl
238	-912	-2196	43	-90	270	0	6	16	0	0	models/scenery/structural/conflightb/conflightb.mdl
239	-976	-2196	43	-90	270	0	6	16	0	0	models/scenery/structural/conflightb/conflightb.mdl
240	-2486,73	-1858,9	13,0403	0	2,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
241	-2485,73	-701,9	90,0403	0	2,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
242	-2974,62	82,7672	387,04	0	32,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
243	-2131,73	-2327,9	-58,9597	0	2,49999	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
244	-2333,32	-3135,86	-66,9597	0	332,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
245	-3000,13	-3475,35	-133,96	0	287,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
246	-1749,71	-2682,73	-54,9597	0	92,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
247	-1133,9	-2394,1	-58,9597	0	122,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
248	-403,42	-2217,27	155,04	0	122,5	0	6	1	2048	2560	models/scenery/street/powerpole/powerpole.mdl
249	-1984	-567	881	0	270	0	6	1	6000	7000	models/scenery/structural/chateau/cm_awning1.mdl
250	-1986,09	-856	720	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_supports.mdl
251	-1986,09	-714	720	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_supports.mdl
252	-1986,09	-571	720	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_supports.mdl
253	-1984,09	-425	720	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_supports.mdl
254	-1986,09	-281	720	0	270	0	6	0	0	0	models/scenery/structural/chateau/cm_supports.mdl
255	-1256	-3303,99	-132	0	0	0	6	16	0	0	models/scenery/street/lamppost_tall/lamppost_tall.mdl
